City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
162,Victoria,HK,22.2855,114.1577,59.25,78,88,1.99,overcast clouds
163,Kloulklubed,PW,7.0419,134.2556,79.3,73,98,13.85,overcast clouds
164,Tzucacab,MX,20.0667,-89.05,67.53,57,47,0.76,scattered clouds
165,Charters Towers,AU,-20.1,146.2667,83.79,58,1,6.35,clear sky
166,Alexandria,EG,31.2156,29.9553,51.15,65,38,10.74,scattered clouds
167,Natal,BR,-5.795,-35.2094,79.45,94,20,5.75,few clouds
168,Raahe,FI,64.6833,24.4833,8.69,95,98,9.42,overcast clouds
169,Nikolskoye,RU,59.7035,30.7861,27.39,96,100,5.3,light snow
170,Karratha,AU,-20.7377,116.8463,89.08,48,74,15.32,broken clouds
171,Ovalle,CL,-30.5983,-71.2003,73.94,54,0,6.2,clear sky
172,Matara,LK,5.9485,80.5353,74.34,93,30,5.37,scattered clouds
173,Sorong,ID,-0.8833,131.25,82.87,75,100,13.27,overcast clouds
174,Norman Wells,CA,65.282,-126.8329,-25.56,68,75,0.0,light snow
175,Sao Filipe,CV,14.8961,-24.4956,71.4,72,100,14.32,overcast clouds
176,Portland,US,45.5234,-122.6762,54.19,76,100,3.0,overcast clouds
177,Yerbogachen,RU,61.2767,108.0108,-16.64,100,95,3.18,overcast clouds
178,Villa Rica,US,33.7321,-84.9191,54.34,79,0,6.06,clear sky
179,Baykit,RU,61.67,96.37,-2.54,99,100,0.6,overcast clouds
180,Tessalit,ML,20.1986,1.0114,67.48,15,20,9.46,few clouds
181,Saint-Pierre,RE,-21.3393,55.4781,78.48,73,8,11.5,clear sky
182,Tasiilaq,GL,65.6145,-37.6368,8.76,53,98,8.77,overcast clouds
183,Palmer,US,42.1584,-72.3287,17.2,53,20,6.91,few clouds
184,Akdepe,TM,42.0551,59.3788,26.69,72,100,9.8,overcast clouds
185,El Alto,PE,-4.2714,-81.2147,70.72,78,74,8.46,broken clouds
186,Puerto Ayora,EC,-0.7393,-90.3518,74.64,78,100,7.67,overcast clouds
187,Fortuna,US,40.5982,-124.1573,57.42,79,0,1.99,clear sky
188,Komsomolskiy,UZ,40.4272,71.7189,30.92,86,100,0.0,fog
189,Saint-Philippe,RE,-21.3585,55.7679,78.39,86,42,10.47,scattered clouds
190,Simbahan,PH,6.3032,120.5836,81.68,74,19,8.37,few clouds
191,Lata,PT,40.1629,-8.3327,45.01,58,96,3.11,overcast clouds
192,Araouane,ML,18.9048,-3.5265,71.04,16,37,11.32,scattered clouds
193,Kandrian,PG,-6.2167,149.55,84.22,73,100,13.27,overcast clouds
194,Comodoro Rivadavia,AR,-45.8667,-67.5,60.66,36,20,10.36,few clouds
195,Los Llanos De Aridane,ES,28.6585,-17.9182,58.75,77,0,8.99,clear sky
196,Alenquer,BR,-1.9417,-54.7383,77.34,92,99,3.31,overcast clouds
197,Kaitangata,NZ,-46.2817,169.8464,68.94,71,18,5.95,few clouds
198,Makakilo City,US,21.3469,-158.0858,78.28,57,100,4.61,overcast clouds
199,Mount Isa,AU,-20.7333,139.5,76.77,100,40,11.5,scattered clouds
200,Cap Malheureux,MU,-19.9842,57.6142,79.29,82,100,4.0,overcast clouds
201,Kodinar,IN,20.7903,70.7031,63.84,54,0,7.49,clear sky
202,Auki,SB,-8.7676,160.7034,85.57,69,91,3.76,overcast clouds
203,Changji,CN,44.0167,87.3167,-1.41,84,75,0.0,mist
204,Saint-Francois,FR,46.4154,3.9054,38.68,93,75,0.0,broken clouds
205,Yaan,NG,7.3833,8.5667,80.4,12,100,10.49,overcast clouds
206,Adrar,MR,20.5022,-10.0711,73.2,13,100,11.3,overcast clouds
207,Noshiro,JP,40.2039,140.0242,25.74,66,100,19.62,light snow
208,Machico,PT,32.7,-16.7667,65.12,83,40,14.97,scattered clouds
209,College,US,64.8569,-147.8028,-6.77,75,20,3.44,few clouds
210,Balabac,PH,7.9868,117.0645,81.19,76,17,5.88,few clouds
211,Ewo,CG,-0.8725,14.8206,79.54,55,100,3.15,overcast clouds
212,Wajima,JP,37.4,136.9,29.08,86,40,0.0,scattered clouds
213,Oudtshoorn,ZA,-33.5907,22.2014,66.56,80,76,1.14,broken clouds
214,Malindi,KE,-3.2175,40.1191,75.81,86,99,7.94,overcast clouds
215,Mogadishu,SO,2.0371,45.3438,76.89,79,92,19.57,overcast clouds
216,Lasa,IT,46.6166,10.7002,42.26,38,10,5.86,clear sky
217,Nantucket,US,41.2835,-70.0995,21.34,60,0,10.36,clear sky
218,Toora-Khem,RU,52.4675,96.11,-28.64,100,94,0.89,overcast clouds
219,Chitaga,CO,7.1378,-72.6646,55.15,94,99,2.42,overcast clouds
220,Cabo San Lucas,MX,22.8909,-109.9124,78.1,65,20,10.36,few clouds
221,Houston,US,29.7633,-95.3633,70.12,46,0,4.0,clear sky
222,Boli,CN,45.7667,130.5167,3.49,88,8,3.42,clear sky
223,Rio Claro,BR,-22.4114,-47.5614,68.4,96,99,4.34,moderate rain
224,Smirnykh,RU,49.75,142.8333,6.17,80,85,6.44,overcast clouds
225,Laukaa,RU,58.7372,29.8453,24.19,97,99,5.35,snow
226,Hihya,EG,30.6713,31.588,58.08,56,96,6.49,overcast clouds
227,Vestmannaeyjar,IS,63.4427,-20.2734,31.77,63,100,36.86,light snow
228,Iralaya,HN,15.0,-83.2333,77.09,73,86,17.85,overcast clouds
229,Pryazha,RU,61.6926,33.6216,22.24,95,100,7.9,light snow
230,Bathsheba,BB,13.2167,-59.5167,77.61,73,40,19.57,scattered clouds
231,Ust-Nera,RU,64.5667,143.2,-8.14,99,100,2.1,overcast clouds
232,Narsaq,GL,60.9167,-46.05,19.62,83,100,19.66,snow
233,Joshimath,IN,30.5667,79.5667,37.08,55,40,6.02,scattered clouds
234,Alta Floresta,BR,-9.8756,-56.0861,70.41,98,98,2.62,light rain
235,Fukuma,JP,33.7667,130.4667,45.03,46,73,9.55,broken clouds
236,Verkhnevilyuysk,RU,63.4453,120.3167,-25.96,100,42,3.22,scattered clouds
237,Jalu,LY,29.0331,21.5482,54.34,59,82,13.91,broken clouds
238,Itarare,BR,-24.1125,-49.3317,65.35,99,98,5.7,overcast clouds
239,Juxtlahuaca,MX,17.4294,-99.1467,73.33,71,74,5.68,broken clouds
240,Kavieng,PG,-2.5744,150.7967,81.68,76,93,1.72,light rain
241,Payo,ID,-3.7508,103.6372,72.75,97,100,0.63,overcast clouds
242,Okha,RU,53.5739,142.9478,10.36,93,100,21.23,light snow
243,Atherton,GB,53.5237,-2.4935,46.29,77,92,11.01,overcast clouds
244,Qaqortoq,GL,60.7167,-46.0333,19.9,83,100,17.58,snow
245,Amazar,RU,53.858,120.875,-3.33,92,100,4.0,overcast clouds
246,Butaritari,KI,3.0707,172.7902,82.04,76,28,20.92,light rain
247,Nisia Floresta,BR,-6.0911,-35.2086,79.61,83,21,7.09,few clouds
248,Bandarbeyla,SO,9.4942,50.8122,74.77,79,97,14.76,overcast clouds
249,Belyy Yar,RU,53.6039,91.3903,-22.11,79,75,2.24,mist
250,San Pedro,PH,14.35,121.0167,81.1,80,40,0.0,scattered clouds
251,Rabo De Peixe,PT,37.8,-25.5833,58.51,95,40,21.85,scattered clouds
252,Guanica,PR,17.9716,-66.908,79.23,78,55,3.0,broken clouds
253,Raudeberg,NO,61.9875,5.1352,32.86,67,100,1.01,overcast clouds
254,Baiyin,CN,36.5583,104.2081,2.28,50,34,1.34,scattered clouds
255,Mezen,RU,65.8522,44.24,7.79,97,100,4.79,overcast clouds
256,Kendari,ID,-3.945,122.4989,81.73,77,96,1.63,heavy intensity rain
257,Hendaye,FR,43.3717,-1.7738,47.26,91,100,4.61,mist
258,Deputatskiy,RU,69.3,139.9,-25.1,100,64,1.77,broken clouds
259,Sibolga,ID,1.7427,98.7792,75.97,88,97,2.19,overcast clouds
260,Sterling,US,39.0062,-77.4286,31.23,57,100,3.0,overcast clouds
261,Marzuq,YE,14.4,46.4667,59.2,81,6,4.74,clear sky
262,Chumikan,RU,54.7183,135.315,-2.4,82,100,18.9,overcast clouds
263,Pimentel,PE,-6.8367,-79.9342,73.69,60,0,16.11,clear sky
264,Cairns,AU,-16.9167,145.7667,88.11,73,100,2.3,overcast clouds
265,Qasigiannguit,GL,68.8193,-51.1922,3.45,75,83,10.8,broken clouds
266,Iquique,CL,-20.2208,-70.1431,71.64,73,1,0.65,clear sky
267,Fredonia,US,42.4401,-79.3317,20.62,73,100,3.44,overcast clouds
268,Iskateley,RU,67.6803,53.1512,12.65,93,100,14.32,overcast clouds
269,Sananduva,BR,-27.9497,-51.8067,63.14,95,24,4.76,few clouds
270,Sao Felix Do Xingu,BR,-6.6447,-51.995,69.51,96,100,1.1,light rain
271,Pangnirtung,CA,66.1451,-65.7125,-21.42,83,90,5.84,overcast clouds
272,Longyearbyen,SJ,78.2186,15.6401,8.44,66,0,21.85,clear sky
273,Bereda,ES,43.2686,-7.5406,45.91,94,33,4.27,scattered clouds
274,Tazovskiy,RU,67.4667,78.7,-8.68,98,99,8.12,overcast clouds
275,Tombouctou,ML,20.0,-3.0,70.66,15,85,12.48,overcast clouds
276,Safford,US,32.834,-109.7076,64.53,32,71,12.3,broken clouds
277,Shawville,CA,45.6001,-76.4827,11.68,96,69,2.51,broken clouds
278,Barcelos,PT,41.5388,-8.6151,47.84,64,1,3.33,clear sky
279,Namibe,AO,-15.1961,12.1522,72.27,73,100,6.82,overcast clouds
280,Lulea,SE,65.5842,22.1547,5.07,92,0,6.91,clear sky
281,Aykhal,RU,66.0,111.5,-22.14,100,85,4.29,overcast clouds
282,Goure,NE,13.9835,10.2704,63.01,15,4,10.4,clear sky
283,Porto Novo,BJ,6.4965,2.6036,74.39,63,83,2.64,broken clouds
284,Te Anau,NZ,-45.4167,167.7167,71.46,61,34,2.37,scattered clouds
285,Mandalgovi,MN,45.7625,106.2708,-1.46,81,8,7.87,clear sky
286,Aste,IT,45.7906,11.0961,34.79,66,0,4.61,clear sky
287,Champerico,GT,14.3,-91.9167,86.54,71,4,8.88,clear sky
288,Teshie,GH,5.5836,-0.1072,81.16,69,100,2.3,haze
289,Matamoros,MX,25.5333,-103.25,78.91,19,75,9.22,broken clouds
290,Severo-Kurilsk,RU,50.6789,156.125,28.36,95,100,7.45,snow
291,Port Lincoln,AU,-34.7333,135.8667,71.31,70,39,7.99,scattered clouds
292,Wellington,NZ,-41.2866,174.7756,75.56,59,7,3.0,clear sky
293,Muroto,JP,33.2833,134.15,41.04,53,13,14.67,few clouds
294,Urucurituba,BR,-2.6833,-57.6667,74.77,93,98,2.28,overcast clouds
295,Lima,PE,-12.0432,-77.0282,71.91,81,0,1.01,clear sky
296,Waihi,NZ,-37.3833,175.8333,78.84,64,95,9.24,overcast clouds
297,Dukat,RU,62.55,155.55,-12.87,98,97,4.88,overcast clouds
298,Uige,AO,-7.6087,15.0613,66.04,99,100,0.98,overcast clouds
299,Pevek,RU,69.7008,170.3133,-16.64,99,96,1.57,overcast clouds
300,Benguela,AO,-12.5763,13.4055,76.15,81,100,4.12,overcast clouds
301,Boysun,UZ,38.2061,67.1986,30.94,62,33,6.49,scattered clouds
302,Eureka,US,40.8021,-124.1637,57.67,77,89,1.01,overcast clouds
303,Lorengau,PG,-2.0226,147.2712,79.72,83,100,12.48,overcast clouds
304,North Platte,US,41.1239,-100.7654,58.89,18,0,4.0,clear sky
305,Paamiut,GL,61.994,-49.6678,16.02,85,100,9.89,snow
306,Yalutorovsk,RU,56.6536,66.3006,8.78,96,100,5.01,overcast clouds
307,Iqaluit,CA,63.7506,-68.5145,-22.27,76,0,5.75,clear sky
308,Morant Bay,JM,17.8815,-76.4093,76.62,85,48,8.01,scattered clouds
309,Itigi,TZ,-5.7,34.4833,62.78,99,100,4.09,moderate rain
310,Aklavik,CA,68.2191,-135.0107,2.23,96,100,3.58,overcast clouds
311,Libenge,CD,3.65,18.6333,71.49,30,80,3.94,broken clouds
312,Asau,RO,46.4333,26.4,39.96,66,99,16.51,overcast clouds
313,Wajir,KE,1.7471,40.0573,75.56,66,50,13.94,scattered clouds
314,Katherine,AU,-14.4667,132.2667,84.52,70,20,18.41,few clouds
315,Vikhorevka,RU,56.1201,101.1636,-9.81,99,100,0.83,overcast clouds
316,Zlobin,HR,45.2924,14.6541,37.62,82,0,3.44,clear sky
317,Dicabisagan,PH,17.0818,122.4157,73.63,88,80,12.73,broken clouds
318,Tucumcari,US,35.1717,-103.725,48.04,29,0,6.91,clear sky
319,Lagoa,PT,39.05,-27.9833,58.78,68,61,24.56,broken clouds
320,Havoysund,NO,70.9963,24.6622,31.08,64,96,14.32,overcast clouds
321,Bosobolo,CD,4.1833,19.9,73.56,27,82,2.91,broken clouds
322,Half Moon Bay,US,37.4636,-122.4286,67.05,70,0,1.01,clear sky
323,Conakry,GN,9.538,-13.6773,80.67,89,20,6.91,mist
324,Faanui,PF,-16.4833,-151.75,80.98,71,17,11.61,few clouds
325,Brae,GB,60.3964,-1.353,37.31,97,100,8.19,overcast clouds
326,Saldanha,ZA,-33.0117,17.9442,68.05,92,66,6.08,broken clouds
327,Nelson Bay,AU,-32.7167,152.15,82.76,83,67,1.99,broken clouds
328,Pisco,PE,-13.7,-76.2167,73.45,73,75,3.44,broken clouds
329,Faya,SA,18.3851,42.4509,55.51,79,14,4.14,few clouds
330,Kautokeino,NO,69.0125,23.0412,-11.02,96,8,2.86,clear sky
331,Gbarnga,LR,6.9956,-9.4722,68.22,91,54,2.3,broken clouds
332,Muncar,ID,-8.4333,114.3333,78.87,86,100,2.8,overcast clouds
333,Orimattila,FI,60.8049,25.7296,23.4,92,100,10.11,overcast clouds
334,Ucluelet,CA,48.9329,-125.5528,43.09,90,99,8.99,overcast clouds
335,Lalsot,IN,26.5667,76.3333,52.47,38,0,5.1,clear sky
336,Hualmay,PE,-11.0964,-77.6139,71.56,80,100,9.78,overcast clouds
337,Husavik,IS,66.0449,-17.3389,24.71,81,47,32.23,scattered clouds
338,Huarmey,PE,-10.0681,-78.1522,71.22,84,100,8.05,overcast clouds
339,Haines Junction,CA,60.7522,-137.5108,10.35,52,93,12.66,overcast clouds
340,Japura,ID,-0.3167,102.35,73.81,97,63,0.74,light rain
341,Luderitz,NA,-26.6481,15.1594,64.33,88,60,12.46,broken clouds
342,Moron,AR,-34.6534,-58.6198,82.06,54,0,4.0,clear sky
343,Yagodnoye,RU,62.55,149.6667,-11.79,98,100,4.14,overcast clouds
344,Concepcion,CL,-36.827,-73.0498,66.0,59,0,14.97,clear sky
345,Batemans Bay,AU,-35.7167,150.1833,82.98,64,20,5.93,few clouds
346,Svetlyy,RU,54.675,20.1347,35.65,72,100,26.15,overcast clouds
347,Kargasok,RU,59.0556,80.8572,6.13,96,100,8.79,overcast clouds
