City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
143,Saint-Philippe,RE,2022-01-29 21:54:23,-21.3585,55.7679,76.59,86,51,8.77
144,Portland,US,2022-01-29 21:52:59,45.5234,-122.6762,53.82,52,20,1.01
145,Puerto Escondido,MX,2022-01-29 21:54:23,15.85,-97.0667,84.06,58,0,5.68
146,Half Moon Bay,US,2022-01-29 21:54:21,37.4636,-122.4286,67.55,51,0,1.99
147,Bastia,FR,2022-01-29 21:54:23,42.6667,9.3333,52.3,81,0,5.75
148,Ilulissat,GL,2022-01-29 21:51:39,69.2167,-51.1,5.58,69,100,14.85
149,Bathsheba,BB,2022-01-29 21:54:24,13.2167,-59.5167,79.41,69,40,13.8
150,Faya,SA,2022-01-29 21:54:24,18.3851,42.4509,55.51,75,0,6.11
151,Merauke,ID,2022-01-29 21:54:25,-8.4667,140.3333,81.09,76,100,10.04
152,Sept-Iles,CA,2022-01-29 21:50:35,50.2001,-66.3821,5.05,62,100,8.01
153,Balikpapan,ID,2022-01-29 21:54:25,-1.2675,116.8289,76.19,94,20,2.3
154,Guantanamo,CU,2022-01-29 21:54:25,20.1444,-75.2092,80.24,56,30,6.55
155,Tuktoyaktuk,CA,2022-01-29 21:54:26,69.4541,-133.0374,-7.6,77,100,18.41
156,Tezu,IN,2022-01-29 21:54:26,27.9167,96.1667,49.69,51,0,3.67
157,Sao Joao Da Barra,BR,2022-01-29 21:54:27,-21.6403,-41.0511,77.09,88,65,11.68
158,Anastacio,BR,2022-01-29 21:54:27,-20.4836,-55.8069,78.04,88,30,2.95
159,Masumbwe,TZ,2022-01-29 21:54:28,-3.6333,32.1833,66.11,85,100,3.44
160,Nurota,UZ,2022-01-29 21:54:28,40.5614,65.6886,28.49,75,2,5.95
161,Maragogi,BR,2022-01-29 21:54:28,-9.0122,-35.2225,76.12,75,100,5.5
162,Iqaluit,CA,2022-01-29 21:54:29,63.7506,-68.5145,-9.67,59,75,6.91
163,Etchojoa,MX,2022-01-29 21:54:29,26.9167,-109.6333,79.27,27,0,11.52
164,Mount Isa,AU,2022-01-29 21:54:30,-20.7333,139.5,74.97,100,75,8.05
165,Boca Do Acre,BR,2022-01-29 21:54:30,-8.7522,-67.3978,76.95,96,100,0.87
166,Palm Coast,US,2022-01-29 21:54:30,29.585,-81.2078,48.06,38,0,4.0
167,Ahipara,NZ,2022-01-29 21:54:31,-35.1667,173.1667,72.27,55,58,7.72
168,Grindavik,IS,2022-01-29 21:54:31,63.8424,-22.4338,36.07,87,75,18.41
169,Tucupita,VE,2022-01-29 21:54:32,9.0622,-62.051,77.65,69,91,5.55
170,Abu Dhabi,AE,2022-01-29 21:52:19,24.4667,54.3667,66.96,76,0,3.44
171,Dikson,RU,2022-01-29 21:54:33,73.5069,80.5464,4.5,94,99,21.81
172,Lebu,CL,2022-01-29 21:54:33,-37.6167,-73.65,63.54,77,1,11.18
173,Mayumba,GA,2022-01-29 21:54:33,-3.432,10.6554,77.41,90,69,1.88
174,Dalby,AU,2022-01-29 21:54:34,-27.1833,151.2667,78.98,60,11,3.0
175,Port Hueneme,US,2022-01-29 21:54:34,34.1478,-119.1951,71.92,16,0,16.11
176,Tucurui,BR,2022-01-29 21:54:35,-3.7661,-49.6725,72.21,99,100,2.68
177,Thompson,CA,2022-01-29 21:51:18,55.7435,-97.8558,-0.24,71,40,4.61
178,Tarauaca,BR,2022-01-29 21:54:35,-8.1614,-70.7656,77.77,87,100,2.39
179,General Roca,AR,2022-01-29 21:54:36,-39.0333,-67.5833,95.4,9,0,17.25
180,Bonoua,CI,2022-01-29 21:54:36,5.2741,-3.595,82.02,85,38,4.85
181,Kamenka,RU,2022-01-29 21:55:36,51.3223,42.7678,31.75,99,100,6.35
182,Pevek,RU,2022-01-29 21:55:37,69.7008,170.3133,-18.87,100,83,4.18
183,Severnyy-Kospashskiy,RU,2022-01-29 21:55:37,59.0925,57.8008,7.61,63,100,4.72
184,Waddan,LY,2022-01-29 21:55:38,29.1614,16.139,47.98,42,0,7.92
185,Terrace Bay,CA,2022-01-29 21:52:20,48.7834,-87.1,15.42,87,100,2.51
186,Shelburne,CA,2022-01-29 21:52:04,44.0787,-80.2041,10.85,93,3,3.31
187,Leningradskiy,RU,2022-01-29 21:55:38,69.3833,178.4167,-8.81,90,61,4.85
188,Erdenet,MN,2022-01-29 21:55:39,49.0333,104.0833,-10.43,99,84,4.7
189,Andenes,NO,2022-01-29 21:55:39,69.3143,16.1194,26.58,59,100,19.57
190,Yar-Sale,RU,2022-01-29 21:55:39,66.8333,70.8333,-9.96,97,90,8.63
191,Puerto Ayora,EC,2022-01-29 21:55:40,-0.7393,-90.3518,82.36,72,31,8.25
192,Camamu,BR,2022-01-29 21:55:40,-13.9447,-39.1039,75.51,92,95,5.77
193,Kazanskaya,RU,2022-01-29 21:55:40,45.4106,40.4361,31.95,89,76,10.63
194,Banepa,NP,2022-01-29 21:55:41,27.6298,85.5214,37.71,85,1,1.99
195,Guerrero Negro,MX,2022-01-29 21:55:41,27.9769,-114.0611,69.67,29,13,13.09
196,Port Elizabeth,ZA,2022-01-29 21:55:42,-33.918,25.5701,66.49,88,75,9.22
197,Nizhnevartovsk,RU,2022-01-29 21:55:42,60.9344,76.5531,-1.98,84,75,6.71
198,Lasa,IT,2022-01-29 21:55:42,46.6166,10.7002,34.54,63,8,8.57
199,Caravelas,BR,2022-01-29 21:55:43,-17.7125,-39.2481,78.82,82,0,10.49
200,Cherepovets,RU,2022-01-29 21:55:43,59.1333,37.9,10.51,98,100,4.38
201,Kungurtug,RU,2022-01-29 21:55:44,50.5994,97.5228,-23.24,98,44,1.41
202,Saint George,US,2022-01-29 21:52:49,37.1041,-113.5841,60.44,13,0,1.01
203,Manica,FR,2022-01-29 21:55:44,49.0,-1.1667,47.61,98,100,7.2
204,Saint-Francois,FR,2022-01-29 21:55:45,46.4154,3.9054,38.68,98,100,5.75
205,Saldanha,ZA,2022-01-29 21:55:45,-33.0117,17.9442,64.96,87,0,15.08
206,Epinal,FR,2022-01-29 21:55:45,48.1833,6.45,41.14,98,100,10.09
207,Eureka,US,2022-01-29 21:55:45,40.8021,-124.1637,60.13,70,4,4.0
208,Ghatsila,IN,2022-01-29 21:55:46,22.6,86.4833,55.87,44,0,3.47
209,Miranda,CO,2022-01-29 21:55:46,3.2499,-76.2281,82.53,86,100,3.04
210,Macau,MO,2022-01-29 21:55:47,22.2006,113.5461,59.07,82,40,20.71
211,Manaure,CO,2022-01-29 21:55:47,11.7751,-72.4445,82.51,72,5,17.11
212,Kloulklubed,PW,2022-01-29 21:55:47,7.0419,134.2556,81.37,78,71,11.16
213,College,US,2022-01-29 21:55:48,64.8569,-147.8028,-7.35,73,0,0.0
214,Thul,PK,2022-01-29 21:55:48,28.2403,68.7759,53.55,25,7,3.06
215,Namatanai,PG,2022-01-29 21:55:49,-3.6667,152.4333,81.66,77,100,2.1
216,Whitianga,NZ,2022-01-29 21:55:49,-36.8333,175.7,69.91,60,10,3.6
217,Cidreira,BR,2022-01-29 21:55:49,-30.1811,-50.2056,72.39,60,45,12.66
218,Jining,CN,2022-01-29 21:55:50,35.405,116.5814,29.66,49,1,2.04
219,Glenwood Springs,US,2022-01-29 21:52:09,39.5505,-107.3248,47.43,10,0,3.44
220,Carnarvon,AU,2022-01-29 21:55:50,-24.8667,113.6333,77.07,88,79,10.36
221,Monte Alegre,BR,2022-01-29 21:55:51,-2.0078,-54.0692,72.72,98,100,5.01
222,Khipro,PK,2022-01-29 21:55:51,25.8285,69.3772,61.52,27,0,5.48
223,Ceres,US,2022-01-29 21:55:51,37.5949,-120.9577,66.56,50,81,6.13
224,Kapoeta,SS,2022-01-29 21:55:52,4.7717,33.5903,82.08,26,2,3.8
225,Urucara,BR,2022-01-29 21:55:52,-2.5364,-57.76,74.8,98,100,4.68
226,Tuatapere,NZ,2022-01-29 21:55:53,-46.1333,167.6833,57.45,95,100,4.74
227,Poso,ID,2022-01-29 21:55:53,-1.3959,120.7524,77.13,77,100,3.49
228,Venado Tuerto,AR,2022-01-29 21:55:53,-33.7456,-61.9688,86.77,34,5,4.61
229,Ugoofaaru,MV,2022-01-29 21:55:54,5.6667,73.0,82.06,70,76,16.53
230,San Ramon,US,2022-01-29 21:51:05,37.7799,-121.978,65.43,49,0,1.99
231,Tutoia,BR,2022-01-29 21:56:54,-2.7619,-42.2744,84.18,81,100,5.21
232,Mount Gambier,AU,2022-01-29 21:56:55,-37.8333,140.7667,62.51,94,100,8.05
233,Pacific Grove,US,2022-01-29 21:52:21,36.6177,-121.9166,67.62,51,0,1.99
234,Sitka,US,2022-01-29 21:56:55,57.0531,-135.33,37.29,75,100,14.97
235,Islamkot,PK,2022-01-29 21:56:56,24.6997,70.177,63.52,65,0,7.16
236,Cradock,ZA,2022-01-29 21:56:56,-32.1642,25.6192,66.83,63,0,4.94
237,Liverpool,GB,2022-01-29 21:56:57,53.4106,-2.9779,46.35,81,40,7.0
238,Kidal,ML,2022-01-29 21:56:57,18.4411,1.4078,68.31,12,17,11.77
239,North Bend,US,2022-01-29 21:56:57,43.4065,-124.2243,56.16,87,23,5.44
240,Jishou,CN,2022-01-29 21:56:58,28.3167,109.7167,31.66,99,84,1.19
241,Triunfo,BR,2022-01-29 21:56:58,-29.9433,-51.7181,78.58,58,1,10.0
242,Wyndham,US,2022-01-29 21:56:59,37.6985,-77.6125,30.45,32,22,3.0
243,Khash,IR,2022-01-29 21:56:59,28.2211,61.2158,49.06,63,11,5.26
244,Hithadhoo,MV,2022-01-29 21:56:59,-0.6,73.0833,80.71,69,92,3.53
245,Kirakira,SB,2022-01-29 21:57:00,-10.4544,161.9205,82.45,81,100,8.66
246,Luocheng,CN,2022-01-29 21:57:00,29.3848,104.0286,41.99,84,100,3.22
247,Mtambile,TZ,2022-01-29 21:57:01,-5.3833,39.7,78.87,76,93,4.68
248,Mehamn,NO,2022-01-29 21:57:01,71.0357,27.8492,15.37,86,95,5.17
249,Greystones,IE,2022-01-29 21:57:01,53.1408,-6.0631,43.79,68,69,7.85
250,Ranfurly,NZ,2022-01-29 21:57:02,-45.1333,170.1,61.07,49,100,1.57
251,Seminole,US,2022-01-29 21:55:03,28.7086,-81.2081,51.24,35,0,3.0
252,Juneau,US,2022-01-29 21:57:02,58.3019,-134.4197,42.8,89,75,3.44
253,Sayyan,YE,2022-01-29 21:57:03,15.1718,44.3244,51.15,49,9,1.36
254,Acajutla,SV,2022-01-29 21:57:03,13.5928,-89.8275,86.81,59,32,7.85
255,Sembe,CG,2022-01-29 21:57:03,1.6481,14.5806,75.49,29,100,0.56
256,Kahului,US,2022-01-29 21:57:04,20.8947,-156.47,79.97,64,3,8.99
257,Wasilla,US,2022-01-29 21:57:04,61.5814,-149.4394,28.4,75,99,5.99
258,Sanming,CN,2022-01-29 21:57:05,26.2486,117.6186,43.2,91,100,3.42
259,Rocha,UY,2022-01-29 21:57:05,-34.4833,-54.3333,71.4,67,6,10.63
260,Moroni,KM,2022-01-29 21:57:05,-11.7022,43.2551,78.33,78,54,1.88
261,Vao,NC,2022-01-29 21:57:06,-22.6667,167.4833,78.87,87,88,12.88
262,Husavik,IS,2022-01-29 21:57:06,66.0449,-17.3389,33.71,77,49,18.99
263,Vila Velha,BR,2022-01-29 21:57:07,-20.3297,-40.2925,80.55,87,20,11.01
264,Harbour Breton,CA,2022-01-29 21:57:07,47.4833,-55.7983,39.0,91,100,37.92
265,Souillac,MU,2022-01-29 21:57:07,-20.5167,57.5167,79.18,83,20,5.75
266,Fort Nelson,CA,2022-01-29 21:54:22,58.8053,-122.7002,8.19,78,100,9.22
267,Kununurra,AU,2022-01-29 21:57:08,-15.7667,128.7333,78.78,89,75,9.22
268,Codrington,AU,2022-01-29 21:55:28,-38.2667,141.9667,65.1,81,85,7.99
269,Providencia,MX,2022-01-29 21:57:08,28.7167,-111.5833,81.48,22,20,10.96
270,Clyde River,CA,2022-01-29 21:57:09,70.4692,-68.5914,-7.37,64,100,9.22
271,Cuitareo,MX,2022-01-29 21:57:09,19.6167,-100.6,66.61,45,39,7.96
272,Saint-Michel-Des-Saints,CA,2022-01-29 21:57:10,46.6834,-73.9159,1.94,81,100,10.69
273,Adrar,MR,2022-01-29 21:57:10,20.5022,-10.0711,77.25,12,100,11.05
274,Petropavlovsk-Kamchatskiy,RU,2022-01-29 21:57:11,53.0452,158.6483,18.19,93,75,2.24
275,Funadhoo,MV,2022-01-29 21:58:11,6.15,73.2667,81.82,76,95,16.55
276,Coahuayana,MX,2022-01-29 21:58:11,18.7333,-103.6833,85.57,47,0,7.02
277,Nago,JP,2022-01-29 21:54:03,26.5881,127.9761,64.47,84,100,13.35
278,Nantucket,US,2022-01-29 21:58:12,41.2835,-70.0995,24.15,84,100,43.98
279,Hobyo,SO,2022-01-29 21:58:12,5.3505,48.5268,76.57,77,30,23.11
280,Champasak,LA,2022-01-29 21:58:12,14.75,106.0,69.62,64,34,2.86
281,Laguna,US,2022-01-29 21:58:13,38.421,-121.4238,66.65,46,0,1.99
282,Adelaide,AU,2022-01-29 21:56:13,-34.9333,138.6,72.21,67,20,0.0
283,Teknaf,BD,2022-01-29 21:58:13,20.8624,92.3058,55.29,73,0,8.48
284,Aksarka,RU,2022-01-29 21:58:14,66.5606,67.7975,-18.51,100,100,6.24
285,Novo Aripuana,BR,2022-01-29 21:58:14,-5.1206,-60.3797,73.08,99,100,1.79
286,Aleksandrovskiy Zavod,RU,2022-01-29 21:58:15,50.9237,117.9374,-17.0,98,52,3.62
287,Gold Coast,AU,2022-01-29 21:57:25,-28.0,153.4333,81.34,82,40,5.01
288,Cabo San Lucas,MX,2022-01-29 21:58:16,22.8909,-109.9124,79.61,59,17,5.99
289,Hualmay,PE,2022-01-29 21:55:49,-11.0964,-77.6139,73.09,75,57,10.58
290,Petawawa,CA,2022-01-29 21:54:02,45.9001,-77.3328,10.27,87,2,3.33
291,Mahebourg,MU,2022-01-29 21:58:17,-20.4081,57.7,79.09,83,20,5.75
292,Dickinson,US,2022-01-29 21:58:17,29.4608,-95.0513,66.09,40,17,4.0
